,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,,,,,,,,,,,,,,,
1,,0.587935,0.750837,0.915175,1.567873,,,,,,,0.655243,8.434311999999998,,0.871796,7.050341,
2,1.525327,1.582613,,,,,,,,,2.833852,2.787663999999999,,,0.949995,,
3,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,3.388218999999999,,,,,
