,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,,,,,,,,,,,,,,7.92252,2.493874
1,,0.572357,1.065916,1.743772,0.559318,,,,,,,2.412431,0.628552,0.463654,2.861584,4.365255,
2,0.6771159999999999,0.470659,1.427864,,,,,,,,,0.8405579999999999,,,0.685349,,
3,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,
